wavelength,beta_1_uncoupled,beta_2_uncoupled,beta_ave_uncoupled
1.54,-0.10842168581075384,0.10842168581075384,6074.469261425096
1.541,-0.09704367391532287,0.09704367391532287,6070.214757171354
1.542,-0.08571588329232327,0.08571588329323276,6065.966271275911
1.5430000000000001,-0.07443820877961116,0.07443820877961116,6061.7237909371115
1.544,-0.06321054547061067,0.06321054547152016,6057.487303390122
1.545,-0.0520327886524683,0.0520327886524683,6053.256795904652
1.546,-0.04090483387335553,0.04090483387335553,6049.032255787803
1.5470000000000002,-0.029826576893356105,0.0298265768942656,6044.813670381322
1.548,-0.018797913772687025,0.01879791377359652,6040.601027063514
1.549,-0.007818740745278774,0.007818740744369279,6036.394313247021
1.55,0.003111045625701081,-0.0031110456266105757,6032.19351638109
1.5510000000000002,0.013991548658850661,-0.013991548658850661,6027.998623949738
1.552,0.02482287136535888,-0.02482287136535888,6023.809623471776
1.553,0.03560511647629028,-0.03560511647629028,6019.626502501415
1.554,0.04633838657991873,-0.04633838657900924,6015.449248628096
1.5550000000000002,0.057022783926186094,-0.0570227839252766,6011.277849475146
1.556,0.06765841058950173,-0.06765841059041122,6007.112292701793
1.557,0.07824536832595186,-0.07824536832595186,6002.952566000342
1.558,0.08870841462248791,-0.08870841462248791,5998.797434927911
1.5590000000000002,0.0991229265146103,-0.0991229265137008,5994.648115626338
1.56,0.1094890056829172,-0.1094890056829172,5990.504595864361
